loan_id,customer_id,age,gender,income,loan_amount,tenure_months,credit_score,employment_status,bank_balance,number_of_loans,missed_payments,defaulted,debt_to_income_ratio,loan_to_bank_balance_ratio,credit_score_category,missed_payment_rate
218,2722,54,Female,241420.0,298544,6,504.0,Self-employed,493244,1,2,0,1.2366166846160218,0.6052663590433943,Low,2.0
219,4314,50,Male,236356.0,191517,12,378.0,Self-employed,776646,4,9,0,0.810290409382457,0.24659497377183426,Low,2.25
220,4157,39,Female,253196.0,80305,36,454.0,Self-employed,526701,0,8,0,0.31716535806252866,0.15246790873759494,Low,inf
221,2819,38,Female,249919.0,178636,36,546.0,Full-time,533793,3,9,0,0.714775587290282,0.3346540700233986,Low,3.0
222,3625,23,Female,465648.0,98791,12,830.0,Part-time,776041,3,4,0,0.21215811084767894,0.127301263721891,High,1.3333333333333333
223,3729,23,Male,307324.0,169034,12,837.0,Part-time,889234,1,6,1,0.5500188725904909,0.19008944777190256,High,6.0
224,3604,21,Male,280255.0,80533,12,453.0,Full-time,133177,0,7,0,0.2873561577848745,0.6047065183928155,Low,inf
225,2597,47,Male,280255.0,197256,12,453.0,Full-time,199176,2,2,0,0.7038447128507966,0.990360284371611,Low,1.0
226,4060,28,Male,280363.0,151650,6,391.0,Unemployed,390447,0,1,0,0.5409058969978207,0.38840098656155636,Low,inf
227,3693,47,Male,184393.0,141060,36,732.0,Unemployed,500850,3,1,1,0.7649965020364113,0.2816412099430967,High,0.3333333333333333
228,1795,48,Female,393492.0,159696,12,637.0,Self-employed,114897,1,4,0,0.40584306669512976,1.3899057416642733,Medium,4.0
229,2051,41,Male,480599.0,252188,12,779.0,Self-employed,58408,1,0,0,0.5247368388198893,4.317696205999178,High,0.0
230,2643,26,Male,425960.0,247501,6,430.0,Full-time,168751,2,1,1,0.5810428209221523,1.4666639012509555,Low,0.5
231,4627,20,Male,259754.0,193887,36,749.0,Self-employed,116908,1,8,1,0.7464254640929495,1.6584579327334315,High,8.0
232,2363,48,Male,173053.0,14986,24,572.0,Part-time,245993,1,6,0,0.08659774751087818,0.06092043269523929,Low,6.0
233,4869,57,Female,233965.0,273625,36,476.0,Full-time,230168,1,5,0,1.1695125339260146,1.1888055681067742,Low,5.0
234,2981,54,Female,216892.0,210339,24,348.0,Full-time,604019,1,8,1,0.9697868063367944,0.34823242315225184,Low,8.0
235,2354,53,Male,378406.0,131950,12,654.0,Part-time,505421,1,6,0,0.34869954493321986,0.26106948464745233,Medium,6.0
236,2663,41,Male,184832.0,135355,12,559.5,Unemployed,851563,3,4,0,0.7323136686288089,0.15894889749789504,Low,1.3333333333333333
237,2529,48,Female,203262.0,37798,24,345.0,Unemployed,850712,0,8,0,0.1859570406667257,0.04443101778275139,Low,inf
238,3038,23,Male,117411.0,101649,12,601.0,Part-time,802194,4,5,0,0.8657536346679613,0.1267137375747014,Medium,1.25
239,4419,19,Male,335521.0,29477,24,707.0,Part-time,117798,1,5,0,0.08785441149734294,0.25023345048303025,High,5.0
240,2496,37,Male,489953.0,227400,6,488.0,Self-employed,641142,4,3,0,0.46412615087569625,0.3546796185556398,Low,0.75
241,4302,45,Female,88211.0,227060,6,428.0,Full-time,237902,4,0,1,2.574055389917357,0.9544266126388177,Low,0.0
242,3237,28,Male,263981.0,296479,24,836.0,Self-employed,320847,3,4,0,1.1231073448467883,0.9240510274367534,High,1.3333333333333333
243,4296,21,Female,315888.0,283586,24,565.0,Part-time,474650,1,8,0,0.8977422377551537,0.5974633940798483,Low,8.0
244,2408,32,Male,306638.0,116464,24,417.0,Self-employed,63079,4,7,0,0.37980941696723824,1.8463196943515274,Low,1.75
245,2400,23,Female,337139.0,141184,6,763.0,Part-time,545865,1,7,1,0.4187708927178404,0.25864270469804806,High,7.0
246,2306,47,Male,198049.0,97051,24,443.0,Self-employed,787646,2,4,0,0.49003529429585607,0.1232165211275116,Low,2.0
247,3680,55,Male,279010.0,160653,6,741.0,Self-employed,872771,2,8,0,0.5757965664313107,0.1840723397088125,High,4.0
248,3675,19,Male,84542.0,255300,6,499.0,Unemployed,310258,2,2,0,3.0198008090653166,0.8228635522694016,Low,1.0
249,1972,32,Female,60651.0,69722,12,456.0,Part-time,482450,4,2,0,1.149560600814496,0.1445165302103845,Low,0.5
250,2768,28,Female,149239.0,102036,6,786.0,Self-employed,849662,2,0,1,0.683708682046918,0.1200901064187877,High,0.0
251,2282,25,Male,391075.0,238634,12,433.0,Full-time,516379,3,8,0,0.6102000894968995,0.4621295598775318,Low,2.6666666666666665
252,4430,43,Male,276416.0,157595,12,447.0,Self-employed,688340,3,5,0,0.5701370398240333,0.2289493564226981,Low,1.6666666666666667
253,1709,62,Female,414256.0,258709,12,635.0,Self-employed,67194,4,1,0,0.6245147927851377,3.850180075601988,Medium,0.25
254,2479,61,Male,328859.0,291696,6,370.0,Full-time,471022,1,7,0,0.8869941221009612,0.6192831757327684,Low,7.0
255,2434,22,Male,487625.0,151880,6,532.0,Part-time,112333,0,8,0,0.3114688541399641,1.352051489767032,Low,inf
256,1648,23,Male,205378.0,245419,6,633.0,Unemployed,562080,1,8,0,1.1949624594649866,0.4366264588670652,Medium,8.0
257,1317,43,Male,200158.0,164692,6,389.0,Unemployed,45807,1,1,0,0.8228099801157086,3.5953456895234353,Low,1.0
258,4748,21,Female,457592.0,273031,24,633.0,Unemployed,517513,1,1,0,0.5966690851238658,0.5275828819759117,Medium,1.0
259,4296,36,Male,373494.0,95024,12,498.0,Full-time,387410,1,6,0,0.25441908036005934,0.24528019410959964,Low,6.0
260,4890,37,Male,383569.0,255809,12,460.0,Self-employed,939805,0,3,0,0.6669178166118742,0.27219369975686447,Low,inf
261,2257,50,Male,479852.0,128639,12,837.0,Part-time,660501,2,0,0,0.2680805748439102,0.19475973541296682,High,0.0
262,1683,37,Male,398264.0,91938,24,420.0,Self-employed,509698,1,7,0,0.23084687543940702,0.18037739995055896,Low,7.0
263,1663,29,Female,427033.0,227813,36,600.0,Unemployed,628580,3,1,0,0.5334786772919189,0.36242483057049224,Medium,0.3333333333333333
264,2998,64,Female,494865.0,262100,24,735.0,Self-employed,647272,4,2,0,0.529639396603114,0.4049302302586857,High,0.5
265,4898,18,Female,477826.0,298193,24,367.0,Full-time,538065,4,4,1,0.6240618970085345,0.5541951251242879,Low,1.0
266,4445,43,Male,191130.0,94526,12,758.0,Full-time,38346,3,2,0,0.49456390938104955,2.4650811036353204,High,0.6666666666666666
267,4743,31,Female,305948.0,56220,24,813.0,Part-time,841135,1,6,0,0.1837567168276962,0.06683826020793333,High,6.0
268,2631,55,Female,280255.0,85277,24,697.0,Part-time,619265,0,6,1,0.3042835988653191,0.13770679757454402,Medium,inf
269,2495,54,Female,382338.0,132332,12,585.0,Unemployed,309963,2,1,1,0.34611260193859883,0.4269283753222159,Medium,0.5
270,4304,28,Female,389061.0,244231,12,439.0,Part-time,945973,4,6,1,0.6277447495379902,0.2581796732042035,Low,1.5
271,4763,53,Female,114200.0,32931,12,581.0,Self-employed,134917,2,5,0,0.2883625218914186,0.24408339942334917,Medium,2.5
272,2136,30,Female,155848.0,99116,36,756.0,Full-time,896618,0,9,0,0.6359786458600688,0.11054428976442587,High,inf
273,2853,60,Female,156022.0,261671,24,386.0,Full-time,547578,4,8,0,1.6771416851469665,0.4778698194595108,Low,2.0
274,2520,20,Male,227691.0,61913,24,378.0,Full-time,374695,2,8,0,0.2719167643868225,0.16523572505637918,Low,4.0
275,3489,50,Male,460370.0,260216,12,504.0,Part-time,423915,0,1,0,0.5652323131394313,0.6138400386870009,Low,inf
276,1563,23,Female,462755.0,104776,12,636.0,Full-time,175324,2,6,1,0.22641786690581409,0.5976135611781616,Medium,3.0
277,2291,27,Male,306453.0,35991,6,553.0,Full-time,885114,1,4,0,0.11744378420181888,0.040662558721249464,Low,4.0
278,4581,22,Female,372202.0,195917,6,603.0,Full-time,658653,0,5,0,0.5263727760732075,0.2974510098640711,Medium,inf
279,4878,40,Male,112068.0,114092,36,679.0,Unemployed,904449,2,0,1,1.0180604632901453,0.12614531057030304,Medium,0.0
280,4457,27,Female,412076.0,239577,24,429.0,Unemployed,643784,1,6,0,0.5813903260563585,0.37213879189293303,Low,6.0
281,4458,61,Male,211445.0,196384,12,575.0,Part-time,503150,1,5,0,0.9287710752205065,0.39030905296631224,Low,5.0
282,4184,19,Male,214226.0,247113,36,482.0,Full-time,843521,0,3,0,1.1535154463043702,0.2929541766002269,Low,inf
283,2636,30,Male,187103.0,105556,12,567.0,Part-time,505180,3,0,0,0.5641598477843754,0.2089473059107645,Low,0.0
284,4696,57,Female,274605.0,166989,36,621.0,Full-time,409824,4,8,0,0.6081061888894959,0.407465155774186,Medium,2.0
285,3999,19,Female,253047.0,138467,12,811.0,Full-time,390857,0,3,1,0.547198741735725,0.35426511486298057,High,inf
286,4152,37,Female,334929.0,228800,12,559.5,Full-time,197345,1,1,1,0.6831298573727567,1.1593909143885075,Low,1.0
287,1698,18,Male,299768.0,136155,12,638.0,Part-time,803051,1,7,1,0.45420124896586694,0.16954713959636436,Medium,7.0
288,3160,54,Female,209741.0,69778,6,808.0,Part-time,602294,0,1,0,0.33268650383091525,0.11585371927995299,High,inf
289,1001,26,Female,144475.0,55833,6,537.0,Full-time,770759,3,4,1,0.38645440387610314,0.07243898546757158,Low,1.3333333333333333
290,1641,34,Male,52282.0,294769,24,433.0,Self-employed,218980,4,5,0,5.638058987796947,1.346100100465796,Low,1.25
291,3267,26,Female,215696.0,42088,36,491.0,Part-time,474869,2,7,0,0.19512647429715896,0.08863075921991118,Low,3.5
292,2589,28,Male,229510.0,220722,24,655.0,Unemployed,276923,0,0,0,0.9617097294235545,0.797051888069969,Medium,
293,1854,32,Male,270972.0,206375,6,577.0,Part-time,444256,4,0,0,0.7616100556515064,0.4645407152632716,Low,0.0
294,2759,41,Female,379678.0,86361,24,317.0,Full-time,750190,4,3,0,0.22745853064965577,0.11511883656140444,Low,0.75
295,4296,55,Male,212777.0,145189,6,559.5,Self-employed,449541,1,4,0,0.6823528858852226,0.322971653308597,Low,4.0
296,3432,52,Female,280255.0,100265,6,479.0,Full-time,509163,2,8,0,0.35776346541542525,0.1969212216912855,Low,4.0
297,4474,47,Female,387108.0,107718,24,422.0,Unemployed,808062,0,6,0,0.27826343036051954,0.13330412765357114,Low,inf
298,2661,48,Female,218509.0,104876,24,545.0,Part-time,892007,1,6,0,0.47996192376515384,0.11757306837278182,Low,6.0
299,2153,22,Male,258944.0,40949,6,672.0,Part-time,639724,1,7,0,0.15813843919920909,0.06401041699232794,Medium,7.0
300,2076,61,Female,169006.0,222954,6,350.0,Full-time,667538,3,4,0,1.319207602096967,0.33399446922871806,Low,1.3333333333333333
301,2707,31,Female,286440.0,121541,36,370.0,Full-time,413151,4,4,0,0.42431573802541545,0.29418057804531517,Low,1.0
302,3777,28,Female,254054.0,205691,6,779.0,Unemployed,964762,0,0,0,0.8096349594967999,0.21320387826220352,High,
303,2695,26,Male,362727.0,71842,12,318.0,Self-employed,809216,0,8,0,0.19806080054696784,0.08877975719708953,Low,inf
304,2733,51,Male,350536.0,242930,24,383.0,Unemployed,981226,0,5,0,0.6930243969235684,0.24757802993398056,Low,inf
305,2439,29,Female,57461.0,299134,6,454.0,Self-employed,678387,1,8,0,5.205861366840118,0.44094889790046093,Low,8.0
306,3294,52,Male,150123.0,157265,6,656.0,Part-time,451069,3,2,1,1.0475743223889744,0.34864954142270915,Medium,0.6666666666666666
307,1835,52,Female,322660.0,140356,12,742.0,Self-employed,898599,2,4,0,0.4349965908386537,0.15619425349905797,High,2.0
308,4510,18,Female,198586.0,254629,24,368.0,Self-employed,67359,1,1,0,1.2822102262999406,3.78017785299663,Low,1.0
309,1202,57,Female,433395.0,222802,24,822.0,Part-time,203460,2,9,0,0.5140853032453074,1.0950653691143222,High,4.5
310,4255,39,Female,479484.0,175582,24,442.0,Part-time,865040,3,4,0,0.36618948703189264,0.20297558494404883,Low,1.3333333333333333
311,1122,46,Female,281496.0,273450,36,491.0,Part-time,994173,4,7,0,0.9714170005968114,0.2750527322709428,Low,1.75
312,1400,25,Female,217860.0,13849,24,686.0,Unemployed,277255,0,1,0,0.06356834664463416,0.04995040666534418,Medium,inf
313,1766,28,Female,256821.0,22360,12,677.0,Part-time,163384,2,7,0,0.08706453132726685,0.13685550604710375,Medium,3.5
314,1293,58,Female,242121.0,263279,12,834.0,Full-time,784681,1,3,1,1.0873860590365974,0.3355236076826124,High,3.0
315,3327,54,Male,280255.0,104767,24,592.0,Part-time,286305,2,9,0,0.37382740718274426,0.36592794397582995,Medium,4.5
316,4908,31,Male,86027.0,271445,24,308.0,Part-time,905352,4,9,0,3.155346577237379,0.2998226104321855,Low,2.25
317,3931,47,Female,405691.0,186872,24,570.0,Part-time,891255,0,0,1,0.4606264373624261,0.20967287701050766,Low,
318,4681,52,Male,223921.0,64330,24,686.0,Self-employed,911446,2,4,0,0.28728882061084043,0.07058015505032662,Medium,2.0
319,1197,38,Male,412271.0,61707,6,392.0,Unemployed,130466,4,0,1,0.14967582003099902,0.4729738016034829,Low,0.0
320,4029,54,Male,198930.0,290833,12,828.0,Part-time,329457,1,6,0,1.4619866284622731,0.8827646703515178,High,6.0
321,2930,22,Female,265234.0,39084,12,453.0,Unemployed,181446,3,7,0,0.14735667372961234,0.21540292979729506,Low,2.3333333333333335
322,4582,36,Female,129003.0,50387,6,704.0,Full-time,417230,1,2,1,0.39058781578722973,0.12076552501018623,High,2.0
323,3799,31,Female,233467.0,12642,6,448.0,Full-time,604596,0,2,1,0.05414898036981672,0.020909830696862038,Low,inf
324,3191,43,Female,89758.0,196633,24,566.0,Part-time,832821,1,6,1,2.19070166447559,0.23610475720472945,Low,6.0
325,1608,21,Female,280255.0,156510,24,721.0,Full-time,765523,1,3,0,0.5584556921375177,0.20444846203183967,High,3.0
326,4272,42,Male,380814.0,264511,12,771.0,Unemployed,411377,1,2,1,0.6945936861564963,0.6429892774754058,High,2.0
327,2147,62,Female,132279.0,273957,12,846.0,Self-employed,632088,1,7,1,2.0710543623704445,0.4334159167710825,High,7.0
328,1186,59,Male,65434.0,94381,12,825.0,Part-time,400706,0,2,0,1.4423846929730721,0.23553677758755795,High,inf
329,4397,42,Female,245119.0,259880,6,802.0,Full-time,381691,4,6,0,1.0602197300086897,0.6808648880901043,High,1.5
330,3511,35,Female,490991.0,203984,24,313.0,Unemployed,762557,2,1,0,0.41545364375314414,0.2675000032784434,Low,0.5
331,4420,57,Male,387913.0,70272,24,663.0,Unemployed,24502,3,0,1,0.18115402164918423,2.8680107746306422,Medium,0.0
332,2794,25,Male,295754.0,183123,24,418.0,Full-time,35757,2,5,0,0.6191733670550525,5.121318902592499,Low,2.5
333,1659,56,Male,378821.0,223808,24,537.0,Unemployed,827543,2,7,0,0.5908014603203096,0.2704487863470539,Low,3.5
334,3811,57,Male,280255.0,263091,24,845.0,Unemployed,622561,3,0,0,0.9387557759897236,0.42259473368874695,High,0.0
335,4002,31,Male,178379.0,274064,6,468.0,Part-time,582933,0,9,0,1.5364140397692554,0.47014665493289964,Low,inf
336,2955,49,Female,266992.0,116121,12,821.0,Unemployed,896650,3,8,0,0.43492314376460717,0.1295053811409134,High,2.6666666666666665
337,3450,55,Female,289511.0,86872,6,815.0,Full-time,321199,0,2,0,0.3000645916735461,0.27046161413952097,High,inf
338,2369,50,Female,226806.0,274237,36,696.0,Part-time,119815,2,2,1,1.2091258608678783,2.288836956975337,Medium,1.0
339,2986,40,Female,413809.0,285049,6,405.0,Full-time,926502,0,3,0,0.688841953654947,0.30766150531785147,Low,inf
340,2534,32,Female,483819.0,131759,6,559.5,Self-employed,684266,4,0,0,0.2723311817022482,0.19255523436792124,Low,0.0
341,1146,50,Female,118803.0,92289,36,513.0,Full-time,363170,3,8,0,0.7768238175803641,0.2541206597461244,Low,2.6666666666666665
342,4219,42,Male,482548.0,126506,36,420.0,Full-time,332336,4,2,0,0.26216252061971035,0.3806569255211593,Low,0.5
343,3911,34,Female,403847.0,88513,24,431.0,Part-time,181549,2,9,0,0.21917458839610052,0.48754330786729755,Low,4.5
344,2734,50,Male,333456.0,192003,6,496.0,Unemployed,167973,3,3,0,0.5757971066647474,1.1430587058634423,Low,1.0
345,2843,64,Male,274448.0,269480,6,318.0,Full-time,746631,2,0,0,0.9818982102256165,0.3609279550407095,Low,0.0
346,1488,19,Female,225251.0,272043,12,311.0,Part-time,52021,4,3,1,1.207732707069003,5.229484246746506,Low,0.75
347,3976,31,Female,252514.0,201758,6,380.0,Self-employed,29092,2,0,0,0.7989972833189447,6.935171181080709,Low,0.0
348,2959,57,Male,295404.0,143498,6,629.0,Part-time,918746,3,4,0,0.4857686422661846,0.1561889793261685,Medium,1.3333333333333333
349,2663,57,Female,167961.0,264024,12,691.0,Part-time,368987,3,4,0,1.571936342365192,0.7155374037567719,Medium,1.3333333333333333
350,3598,56,Female,352523.0,140970,36,606.0,Unemployed,657191,2,6,0,0.3998888015817408,0.21450385047878015,Medium,3.0
351,3385,23,Male,67297.0,100009,12,566.0,Full-time,312865,3,7,1,1.4860840750702111,0.3196554424432263,Low,2.3333333333333335
352,3919,23,Male,314155.0,209570,24,746.0,Self-employed,290655,3,3,0,0.6670910856106063,0.7210266467117373,High,1.0
353,1640,20,Female,170234.0,207467,24,740.0,Part-time,72782,2,6,0,1.2187165901053842,2.850526229012668,High,3.0
354,2802,24,Male,94014.0,54816,12,301.0,Full-time,883435,4,3,0,0.5830620971344693,0.062048707601577935,Low,0.75
355,3520,25,Female,293166.0,14138,24,819.0,Full-time,935806,3,2,0,0.048225237578709675,0.015107832178891778,High,0.6666666666666666
356,2969,59,Male,454954.0,101176,12,608.0,Part-time,842000,3,5,0,0.22238731827833144,0.12016152019002375,Medium,1.6666666666666667
357,3198,32,Male,406477.0,276161,6,821.0,Full-time,920736,3,3,0,0.6794012945381903,0.29993505195843323,High,1.0
358,2438,64,Female,228570.0,282595,24,768.0,Part-time,364206,3,2,0,1.2363608522553267,0.775920770113617,High,0.6666666666666666
359,4369,46,Male,308864.0,204028,6,511.0,Part-time,890733,2,8,0,0.6605755283878989,0.22905629408588207,Low,4.0
360,2634,50,Female,323264.0,282422,36,411.0,Part-time,313651,4,4,0,0.8736574440704811,0.9004339217793025,Low,1.0
361,1262,47,Male,451983.0,231552,6,307.0,Self-employed,648565,4,6,1,0.5123024538533529,0.3570220409673664,Low,1.5
362,2787,56,Male,334996.0,53764,24,776.0,Part-time,654287,0,5,0,0.16049146855484842,0.08217189092859861,High,inf
363,3191,44,Female,391383.0,133030,12,759.0,Unemployed,207580,3,9,0,0.33989723621107715,0.640861354658445,High,3.0
364,3393,53,Female,444145.0,105667,6,552.0,Full-time,769032,3,4,0,0.23791104256492812,0.13740260483308886,Low,1.3333333333333333
365,1623,46,Female,258559.0,70128,6,559.5,Self-employed,624416,0,6,0,0.2712262965125948,0.1123097422231333,Low,inf
366,2016,55,Female,141575.0,229128,24,737.0,Full-time,272827,4,5,0,1.6184213314497615,0.8398289025646288,High,1.25
367,4643,50,Female,145040.0,294013,36,535.0,Self-employed,547952,1,9,0,2.0271166574738,0.5365670715683125,Low,9.0
368,1880,54,Male,198510.0,243540,36,605.0,Unemployed,626652,1,1,0,1.2268399576847513,0.3886367553283162,Medium,1.0
369,3049,44,Male,229587.0,15039,12,777.0,Self-employed,775372,4,2,0,0.06550457996315122,0.01939585128170736,High,0.5
370,3944,50,Female,55744.0,162353,24,319.0,Self-employed,164244,3,1,0,2.9124748851894373,0.9884866418255766,Low,0.3333333333333333
371,2327,21,Female,264892.0,122935,24,515.0,Self-employed,476857,1,2,0,0.46409480089998945,0.2578026536257201,Low,2.0
372,3301,39,Female,485633.0,20442,24,434.0,Full-time,64340,2,0,1,0.04209351506178534,0.31771837115324836,Low,0.0
373,4723,19,Male,450285.0,299730,12,428.0,Part-time,611524,2,7,0,0.6656450914420867,0.4901361189421838,Low,3.5
374,1452,27,Male,354503.0,63053,24,709.0,Full-time,11017,0,5,0,0.17786309283701407,5.723245892711264,High,inf
375,4108,22,Female,200871.0,191561,36,721.0,Part-time,823045,4,1,0,0.9536518462097565,0.23274669064267445,High,0.25
376,2183,27,Female,410890.0,224176,12,593.0,Full-time,786167,4,7,0,0.5455864099880746,0.28515061049369916,Medium,1.75
377,4062,50,Female,274834.0,96346,36,545.0,Unemployed,994424,1,5,0,0.3505607020965383,0.09688623766119885,Low,5.0
378,3056,55,Female,170906.0,44397,24,385.0,Unemployed,554636,3,6,0,0.25977437889834176,0.08004709394990589,Low,2.0
379,4304,30,Female,251260.0,126214,6,674.0,Self-employed,409664,4,0,1,0.5023242856005731,0.308091509139197,Medium,0.0
380,4170,48,Male,270931.0,167221,6,745.0,Unemployed,271635,1,6,1,0.6172088096231144,0.6156091814383272,High,6.0
381,2682,64,Male,303593.0,287068,12,677.0,Self-employed,209720,1,2,0,0.9455685737154678,1.368815563608621,Medium,2.0
382,3863,53,Male,288746.0,123143,24,689.0,Part-time,121070,4,7,0,0.42647517195043394,1.0171223259271496,Medium,1.75
383,3255,62,Male,57597.0,273013,36,350.0,Unemployed,751917,1,5,0,4.740055905689532,0.36308927714096106,Low,5.0
384,2154,41,Female,359237.0,273158,6,541.0,Part-time,845191,0,3,0,0.7603838134713296,0.32319085271849796,Low,inf
385,1403,32,Male,480442.0,20103,36,593.0,Full-time,962057,0,7,0,0.041842719828824294,0.020895851285318852,Medium,inf
386,3199,46,Female,253199.0,92409,36,565.0,Part-time,918472,4,8,0,0.36496589638979615,0.1006116680748025,Low,2.0
387,3101,25,Male,426794.0,33248,6,419.0,Full-time,262512,3,9,0,0.07790175119612741,0.1266532577558359,Low,3.0
388,4191,22,Male,280255.0,184588,36,547.0,Part-time,991464,0,1,0,0.6586430215339601,0.18617720865306253,Low,inf
389,2696,46,Male,207489.0,165242,36,369.0,Part-time,35010,0,5,0,0.7963892061747851,4.719851471008283,Low,inf
390,4991,64,Male,461909.0,18024,24,356.0,Unemployed,971658,4,4,1,0.03902067290310429,0.018549736635729855,Low,1.0
391,1627,21,Female,433100.0,244864,24,681.0,Part-time,560139,2,4,0,0.5653752020318633,0.43714863632062756,Medium,2.0
392,1586,29,Male,165598.0,184875,36,338.0,Unemployed,647049,1,9,1,1.1164084107295982,0.2857202468437475,Low,9.0
393,2648,62,Female,300100.0,153927,24,742.0,Unemployed,943000,0,2,0,0.512919026991003,0.16323117709437965,High,inf
394,2443,19,Male,308589.0,95178,12,317.0,Self-employed,778928,2,7,0,0.30842965886664786,0.12219101123595505,Low,3.5
395,2445,44,Male,234233.0,292169,36,651.0,Self-employed,913584,3,7,0,1.2473434571559088,0.3198052943133855,Medium,2.3333333333333335
396,1103,48,Male,302388.0,73610,24,597.0,Full-time,686296,2,4,0,0.2434289720491554,0.10725692704022755,Medium,2.0
397,4923,53,Female,183241.0,80843,24,582.0,Part-time,603146,4,7,1,0.44118401449457273,0.13403554031693818,Medium,1.75
398,1253,53,Female,265164.0,117237,12,409.0,Full-time,591293,3,9,0,0.44213015341449063,0.19827226096030226,Low,3.0
399,4298,43,Male,203124.0,190903,24,479.0,Part-time,37493,3,7,1,0.9398347807250743,5.091697116795135,Low,2.3333333333333335
400,4183,60,Male,254923.0,184499,6,843.0,Self-employed,725155,2,2,0,0.7237440325117781,0.2544269845757114,High,1.0
401,3557,44,Female,58036.0,140299,36,324.0,Self-employed,691750,4,1,1,2.4174477910262597,0.20281749186844958,Low,0.25
402,2496,22,Male,81778.0,15668,12,356.0,Part-time,534580,0,8,0,0.19159187067426448,0.029308990235324926,Low,inf
403,1098,37,Male,470950.0,232542,6,479.0,Part-time,878809,2,1,0,0.4937721626499628,0.2646103988466208,Low,0.5
404,3200,28,Female,204245.0,188267,12,531.0,Self-employed,683725,0,8,0,0.9217704227765674,0.27535485758163003,Low,inf
405,2884,27,Female,211475.0,165489,6,642.0,Self-employed,523238,2,3,0,0.7825464002837215,0.31627863419705754,Medium,1.5
406,3961,57,Male,252747.0,116133,24,776.0,Full-time,934711,0,1,0,0.4594831986136334,0.12424482005668062,High,inf
407,2919,55,Female,449560.0,282895,36,754.0,Self-employed,101735,2,9,0,0.629270842601655,2.78070477220229,High,4.5
408,1877,23,Female,68800.0,279496,36,531.0,Part-time,547200,3,0,1,4.062441860465117,0.5107748538011696,Low,0.0
409,1337,25,Male,337516.0,220124,6,588.0,Full-time,80771,1,3,0,0.6521883407008853,2.7252850651842864,Medium,3.0
410,4777,40,Female,373660.0,98835,6,512.0,Part-time,711932,3,8,1,0.2645051651233742,0.13882646095413606,Low,2.6666666666666665
411,3869,64,Female,280255.0,107493,36,557.0,Unemployed,631581,0,8,1,0.3835542630818362,0.1701966968607352,Low,inf
412,4234,43,Male,376062.0,182166,36,829.0,Full-time,99083,4,3,0,0.4844041673979291,1.8385192212589445,High,0.75
413,4791,63,Male,458189.0,111948,12,559.5,Part-time,637943,3,8,1,0.24432712265026005,0.1754827625665616,Low,2.6666666666666665
414,1956,60,Male,383299.0,195194,12,525.0,Self-employed,936780,1,5,0,0.5092473499800417,0.20836695915796666,Low,5.0
415,2704,29,Female,281312.0,39493,12,734.0,Unemployed,621747,0,0,1,0.1403886076669321,0.06351940580332514,High,
416,1160,43,Male,109500.0,209886,36,701.0,Part-time,398750,3,9,0,1.9167671232876713,0.5263598746081505,High,3.0
417,2603,30,Female,280255.0,148368,24,387.0,Full-time,747365,2,5,0,0.5294035788835167,0.19852147210533005,Low,2.5
418,3848,57,Female,286527.0,166470,12,841.0,Part-time,232682,4,8,0,0.580992367211467,0.7154399566790727,High,2.0
419,1397,35,Male,485477.0,23261,12,608.0,Unemployed,428886,0,1,0,0.04791370136999281,0.054235857547227005,Medium,inf
420,2300,42,Female,160659.0,86709,36,642.0,Full-time,979651,3,5,0,0.5397083263309245,0.08851009185924374,Medium,1.6666666666666667
421,1815,50,Male,77716.0,105985,6,735.0,Unemployed,229171,0,1,0,1.363747490864172,0.46247125508899467,High,inf
422,4987,64,Female,446452.0,285796,12,476.0,Part-time,373839,2,3,0,0.6401494449571287,0.7644895262399054,Low,1.5
423,2527,57,Female,459064.0,277247,24,438.0,Self-employed,167558,1,7,1,0.6039397556767684,1.654633022595161,Low,7.0
424,2919,60,Male,52352.0,297644,6,493.0,Self-employed,983061,3,6,0,5.685437041564792,0.3027726661926371,Low,2.0
425,2415,29,Male,183004.0,256404,6,485.0,Part-time,296412,0,8,0,1.401084129308649,0.8650257074612364,Low,inf
426,2158,61,Male,388593.0,110336,36,517.0,Part-time,107338,0,6,0,0.2839371784875178,1.0279304626506922,Low,inf
427,2218,53,Male,58556.0,123499,36,463.0,Part-time,474551,0,0,0,2.109075073433978,0.2602438937016253,Low,
428,1400,21,Male,311973.0,159524,36,460.0,Full-time,288480,1,1,1,0.5113391222958397,0.5529811425402108,Low,1.0
429,1639,22,Male,398980.0,176508,36,559.5,Unemployed,790073,0,5,0,0.44239811519374406,0.22340720414442716,Low,inf
430,4104,54,Male,186570.0,157026,24,341.0,Unemployed,87132,4,6,0,0.841646566972182,1.802162236606528,Low,1.5
431,3735,25,Male,257190.0,260819,36,509.0,Unemployed,295103,4,2,0,1.0141101909094443,0.8838236141279485,Low,0.5
432,1459,59,Male,100098.0,22356,12,574.0,Part-time,144378,0,8,0,0.2233411256968171,0.15484353571873832,Low,inf
433,1954,45,Female,424313.0,138128,24,578.0,Unemployed,177254,4,6,1,0.3255332737860966,0.779265912193801,Low,1.5
434,4954,48,Male,190641.0,12187,36,550.0,Part-time,598411,3,5,0,0.06392643764982349,0.02036560156815299,Low,1.6666666666666667
435,1469,26,Male,297199.0,162297,12,609.0,Full-time,449542,4,5,1,0.5460886476737808,0.36102744571141293,Medium,1.25
